Lab.ID,Compound.name,mz,RT,CAS.ID,HMDB.ID,KEGG.ID,Formula,mz.pos,mz.neg,Submitter,INCHIKEY,SMILE,Source,date,synonyms,Species_all,superclass,class,subclass,parent_levels,description
C00029742,Arvenin I,720.3720919,NA,65247-27-0,,,C38H56O13,NA,NA,Xiao Wang,PQOVWWZVVIGRPP-VDLJEDCWNA-N,[C@H]1(C(=O)C(C2=CC[C@@H]3[C@]([C@@H]2C1)(C(=O)C[C@]1([C@]3(C[C@H]([C@@H]1[C@](C)(C(=O)/C=C/C(C)(C)OC(=O)C)O)O)C)C)C)(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,KNApSack,"Jun26,2023",Arvenin I,Cucumis melo|Cucurbita sp.|Luffa operculata|Helicteres angustifolia|Anagallis arvensis L.,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins | Cucurbitacin glycosides,This compound belongs to the class of organic compounds known as cucurbitacin glycosides. These are polycyclic compounds containing a carbohydrate derivative glycosidically linked to a curcubitane nucleus.
C00057768,gamma-Solamarine,721.4401119,NA,11034-34-7,,,C39H63NO11,NA,NA,Xiao Wang,KRQDMAXNTWLTDZ-IQIHIKEKSA-N,C[C@@]12[C@@]3([H])CC[C@@]4(C)[C@](C[C@@](O[C@]5(NC[C@@H](C)CC5)[C@H]6C)([H])[C@@]46[H])([H])[C@]3([H])CC=C1C[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@@H]8[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O8)[C@@H](CO)O7)CC2,KNApSack,"Jun26,2023",gamma-Solamarine,Solanum juzepczukii,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,"This compound belongs to the class of organic compounds known as steroidal saponins. These are saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative."
C00052238,Citbismine D,722.2475601,NA,173429-81-7,,,C40H38N2O11,NA,NA,Xiao Wang,YDFOOKXFYDNPMQ-MGPFPDDXSA-N,OC1=C2C(C3=C(N(C)C2=C(C=CC(C)(C)O4)C4=C1[C@]5([H])[C@@H](C(C)(O)C)OC6=C5C(N(C)C7=C(OC)C(O)=CC=C7C8=O)=C8C(O)=C6)C(OC)=C(O)C=C3)=O,KNApSack,"Jun26,2023",Citbismine D,Citrus paradisi,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines | Acridones,This compound belongs to the class of organic compounds known as acridones. These are acridines containing a ketone group attached to the C9 carbon atom of the acridine moiety.
C00047991,Melitidin,724.2214645,NA,1162664-58-5,,,C33H40O18,NA,NA,Xiao Wang,NEFQWEGQYZRALY-GAIFLWAHNA-N,c12c(C(=O)C[C@H](O1)c1ccc(cc1)O)c(cc(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C[C@@](CC(=O)O)(O)C)O)O)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O,KNApSack,"Jun26,2023",Melitidin,Citrus aurantium|Citrus bergamia|Citrus reticulata,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00058302,Torvonin A,724.4397775,NA,99956-65-7,,,C39H64O12,NA,NA,Xiao Wang,DRHJMJVSLJEJHE-UHFFFAOYSA-N,CC12C(C3CC(O)C4CC(CCC4(C3CC2)C)OC5C(C(C(C(O5)C)O)O)OC6C(O)C(O)C(O)C(C)O6)CC7C1C(C)C8(OCC(C)CC8)O7,KNApSack,"Jun26,2023",Torvonin A,Solanum torvum,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,"This compound belongs to the class of organic compounds known as steroidal saponins. These are saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative."
C00014322,"Naringenin 7-O-(2'',6''-di-O-alpha-rhamnopyranosyl)-beta-glucopyranoside",726.2371145,NA,98827-55-5,,,C33H42O18,NA,NA,Xiao Wang,BRDVWIOUHLWIGN-XPTFUPHPNA-N,c1(cc2c(c(c1)O)C(=O)C[C@@H](O2)c1ccc(cc1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@H]([C@@H]([C@H]([C@H](O1)C)O)O)O)O)O)O[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O,KNApSack,"Jun26,2023","Naringenin 7-O-(2'',6''-di-O-alpha-rhamnopyranosyl)-beta-glucopyranoside|5,7,4'-Trihydroxyflavanone 7-(2,6-dirhamnosylglucoside)",Citrus junos|Citrus sudachi,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00057214,Paradisin A,726.3040123,NA,198343-05-4,,,C42H46O11,NA,NA,Xiao Wang,AGWWNHLHAZTYCS-OBKSYJDZSA-N,C/C(CC[C@@H](O)C(C)(O[C@@H](C(C)(O)C)CC/C(C)=C/COC1=C2C=COC2=CC(O3)=C1C=CC3=O)C)=CCOC4=C5C=COC5=CC(O6)=C4C=CC6=O,KNApSack,"Jun26,2023",Paradisin A,Citrus paradisi,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,Linear furanocoumarins | Psoralens,"This compound belongs to the class of organic compounds known as psoralens. These are organic compounds containing a psoralen moiety, which consists of a furan fused to a chromenone to for 7H-furo[3,2-g]chromen-7-one."
C00041445,Citrusin III,727.3904763,NA,139626-30-5,,,C36H53N7O9,NA,NA,Xiao Wang,JXSBDUVWEXYABO-YTWBAKJDNA-N,C1(=O)[C@H]2N(C(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](N1)CC(C)C)CC(C)C)CCC3)Cc1ccc(cc1)O)CO)CCC2,KNApSack,"Jun26,2023",Citrusin III,Citrus sinensis|Citrus sudachi,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides | Cyclic peptides,This compound belongs to the class of organic compounds known as cyclic peptides. These are compounds containing a cyclic moiety bearing a peptide backbone.
C00031417,Torvoside L,729.3486168,NA,870467-14-4,,,C39H53O13,NA,NA,Xiao Wang,DRLHUZGVDNWMNU-NGHDGDSSNA-N,C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](C[C@@H]2O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)O)[C@H]2[C@](CC1)([C@@H]1[C@H](C2)O[C@@]2([C@H]1C)OC[C@H](C[C@H]2O)C)C)C)O,KNApSack,"Jun26,2023",Torvoside L,Solanum torvum SWARTZ,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,"This compound belongs to the class of organic compounds known as steroidal saponins. These are saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative."
C00009208,3-O-Galloylepicatechin-(4beta->8)-epicatechin,730.1533849,NA,109280-47-9,,,C37H30O16,NA,NA,Xiao Wang,BXWABJPTCUDBMM-TVMILSLQNA-N,[C@H]1([C@H]([C@H](Oc2c1c(cc(c2)O)O)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O)c1c(cc(c2c1O[C@H]([C@H](C2)O)c1cc(c(cc1)O)O)O)O,KNApSack,"Jun26,2023",3-O-Galloylepicatechin-(4beta->8)-epicatechin,Rhododendron sp.|Quercus falcata|Vitis vinifera,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,NA,"This compound belongs to the class of organic compounds known as biflavonoids and polyflavonoids. These are organic compounds containing at least two flavan/flavone units. These units are usually linked through CC or C-O-C bonds. Some examples include C2-O-C3, C2-O-C4, C3'-C3''', and C6-C8''."
C00047768,Brutieridin,738.2371145,NA,1162664-57-4,,,C34H42O18,NA,NA,Xiao Wang,SHCWOSSXLGIQEQ-FVSHKKDHNA-N,c1(cc(c2c(c1)O[C@@H](CC2=O)c1ccc(c(c1)O)OC)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)COC(=O)C[C@@](CC(=O)O)(O)C)O)O)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C,KNApSack,"Jun26,2023",Brutieridin,Citrus aurantium|Citrus bergamia,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00054944,Citrusin X,738.3489459,NA,618432-64-7,,,C39H46N8O7,NA,NA,Xiao Wang,POYYKUGPHZSHLA-XDIGFQIYSA-N,O=C(N1[C@](CCC1)([H])C(N[C@H](C(N2[C@]([H])(C(N[C@H](C(NC3)=O)CC4=CC=CC=C4)=O)CCC2)=O)CC5=CNC6=C5C=CC=C6)=O)[C@@](CCC7)([H])N7C(CNC3=O)=O,KNApSack,"Jun26,2023",Citrusin X,Citrus sp.,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides | Oligopeptides,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.
C00048513,Polygonatoside B3,738.4190421,NA,55916-51-3,,,C39H62O13,NA,NA,Xiao Wang,WHWWQGPCTUQCMN-DJTQZGRPNA-N,C1[C@H]2[C@H]([C@H]3[C@](C1)([C@@]1([C@H](C3)O[C@]3([C@H]1C)OC[C@@H](CC3)C)O)C)CC=C1[C@@]2(CC[C@@H](C1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)CO)C,KNApSack,"Jun26,2023",Polygonatoside B3|(-)-Polygonatoside B3,Beta vulgaris,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,"This compound belongs to the class of organic compounds known as steroidal saponins. These are saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative."
C00028293,gamma-Tomatine,739.4506766,NA,81037-16-3,,,C39H65NO12,NA,NA,Xiao Wang,KNFKROLCBJOHLX-GVOJDJCHNA-N,C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@@H]1[C@H](C2)O[C@@]2([C@H]1C)NC[C@H](CC2)C)C)C)O[C@@H]1O[C@@H]([C@@H]([C@H]([C@H]1O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)CO,KNApSack,"Jun26,2023",gamma-Tomatine|Lycoperoside D,Lycopersicon esculentum|Solanum lycopersicum|Solanum lycopersicum Miller,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,"This compound belongs to the class of organic compounds known as steroidal saponins. These are saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative."
C00014080,Isovitexin 2''-O-(6'''-(E)-p-coumaroyl)glucoside,740.1952497,NA,220948-76-5,,,C36H36O17,NA,NA,Xiao Wang,RECLDAGWBWVMCW-YOLZHWETNA-N,c1(oc2c(c(=O)c1)c(c(c(c2)O)[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(cc1)O)O)O)O)O)c1ccc(cc1)O,KNApSack,"Jun26,2023",Isovitexin 2''-O-(6'''-(E)-p-coumaroyl)glucoside,Cucumis sativus,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,NA,This compound belongs to the class of organic compounds known as flavonoid c-glycosides. These are compounds containing a carbohydrate moiety which is C-glycosidically linked to the 2-phenylchromen-4-one flavonoid backbone.
C00004167,Apigenin 7-neohesperidoside-4'-glucoside,740.2163791,NA,31498-83-6,,,C33H40O19,NA,NA,Xiao Wang,PTKZEWKSNFRXLZ-CQVVGNILNA-N,c1(cc(c2c(c1)oc(cc2=O)c1ccc(cc1)O[C@@H]1O[C@H]([C@H]([C@@H]([C@@H]1O)O)O)CO)O)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C)O)O)O,KNApSack,"Jun26,2023",Apigenin 7-neohesperidoside-4'-glucoside|Rhoifolin 4'-glucoside,Hedwigia ciliata|Citrus aurantium,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00057758,Spirotorvoside,740.4346921,NA,1073131-38-0,,,C39H64O13,NA,NA,Xiao Wang,RJPJSOZRUREJDT-ZVAYZFOJSA-N,[H][C@@]1(C[C@@]2([H])[C@]3([H])[C@H](C)[C@@]4([C@@H](O)C[C@H](C)CO4)O2)[C@]3(C)CC[C@@]5([C@]6(CC[C@@H](C[C@@]6([C@@H](O)C[C@@]15[H])[H])O[C@@H]7O[C@H](C)[C@@H](O)[C@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H]7O)C)[H],KNApSack,"Jun26,2023",Spirotorvoside,Solanum torvum,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,"This compound belongs to the class of organic compounds known as steroidal saponins. These are saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative."
C00006648,Pelargonidin 3-rutinoside-5-glucoside,741.2242041,NA,62058-43-9,,,C33H41O19,NA,NA,Xiao Wang,YTMOEUVNNYCFEO-MMKVXARMNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)c1ccc(cc1)O)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Pelargonidin 3-rutinoside-5-glucoside,Billbergia buchholtzii|Silene dioica|Trifolium medium|Achimenes spp.|Dichrotrichum sp.|Saintpaulia ionantha|Streptocarpus spp.|Solanum tuberosum,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Anthocyanins | Anthocyanidin-5-O-glycosides,This compound belongs to the class of organic compounds known as anthocyanidin-5-o-glycosides. These are phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C5-position.
C00005451,Quercetin 3-(2G-apiosylrutinoside),742.1956437,NA,63947-67-1,,,C32H38O20,NA,NA,Xiao Wang,UPVDFUGORYNXMW-DFVDJKOANA-N,c1(cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@H]([C@@H]([C@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O[C@H]1[C@H]([C@@](CO1)(O)CO)O)c1ccc(c(c1)O)O)O)O,KNApSack,"Jun26,2023",Quercetin 3-(2G-apiosylrutinoside),Chenopodium pallidicaule|Solanum glaucophyllum,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-3-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-3-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position.
C00008386,Narirutin 4'-glucoside,742.2320292,NA,17257-22-6,,,C33H42O19,NA,NA,Xiao Wang,KQUWJUNIYQVHCG-SXFMELFENA-N,c1(cc(c2c(c1)O[C@@H](CC2=O)c1ccc(cc1)O[C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O,KNApSack,"Jun26,2023",Narirutin 4'-glucoside,Citrus aurantium|Citrus reticulata|Citrus spp.,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00006670,Cyanidin 3-glucosyl-(1->6)-[xylosyl-(1->2)-galactoside],743.2034687,NA,,,,C32H39O20,NA,NA,Xiao Wang,RAHCBDLMLRVOBZ-VOMFRYODNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)CO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O[C@@H]1[C@H]([C@H]([C@H](CO1)O)O)O)c1ccc(c(c1)O)O)O)O,KNApSack,"Jun26,2023",Cyanidin 3-glucosyl-(1->6)-[xylosyl-(1->2)-galactoside],Anthriscus sylvestris|Daucus carota|Daucus glochidiatus|Daucus pusillus|Oenanthe crocata|Torilis leptophylla,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Anthocyanins | Anthocyanidin-3-O-glycosides,This compound belongs to the class of organic compounds known as anthocyanidin-3-o-glycosides. These are phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C3-position.
C00019545,NADPH,745.0911021,NA,53-57-6,,,C21H30N7O17P3,NA,NA,Xiao Wang,ACFIXJIJDZMPPO-WJWPZZAENA-N,[C@@H]1(O)[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]2[C@H]([C@@H](O)[C@@H](N3C=CCC(=C3)C(=O)N)O2)O)O[C@@H]([C@@H]1OP(=O)(O)O)n1c2c(c(ncn2)N)nc1,KNApSack,"Jun26,2023",NADPH|TPNH,Escherichia coli|Arabidopsis thaliana|Ocimum basilicum|Oryza sativa|Nicotiana tabacum,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,NA,This compound belongs to the class of organic compounds known as (5'->5')-dinucleotides. These are dinucleotides where the two bases are connected via a (5'->5')-phosphodiester linkage.
C00003528,Sapindoside A,750.4554276,NA,27013-91-8,,,C41H66O12,NA,NA,Xiao Wang,KEOITPILCOILGM-MEQJUMFDNA-N,C1[C@@H]([C@@]([C@H]2[C@](C1)([C@@H]1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)(CCC(C1)(C)C)C(=O)O)C)C)C)(C)CO)O[C@@H]1[C@H]([C@@H]([C@@H](CO1)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C)O)O)O,KNApSack,"Jun26,2023",Sapindoside A|(+)-Sapindoside A|Kalopanaxsaponin A|(+)-Kalopanaxsaponin A|alpha-Hederin|Hederagenin 3-O-alpha-L-rhamnopyranosyl(1->2)-alpha-L-arabinopyranoside,Aralia elata|Hedera canariensis|Hedera helix|Hedera nepalensis|Hedera rhombea|Kalopanax pictus|Kalopanax septemlobus|Akebia quinata|Caltha palustris|Caltha polypetala|Clematis tibetana KUNTZ|Nigella glandulifera|Pulsatilla cernua|Pulsatilla koreana|Elattostachys apetala|Sapindus mukorossi,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA,This compound belongs to the class of organic compounds known as triterpenoids. These are terpene molecules containing six isoprene units.
C00054943,Citrusin IX,752.4221108,NA,618432-63-6,,,C38H56N8O8,NA,NA,Xiao Wang,KPJRKUNETLDWFC-NVKAFBBPSA-N,O=C(N(CCC1)[C@]1([H])C(N[C@@H](CCC(N)=O)C(N[C@]([C@@H](C)CC)([H])C(NC2)=O)=O)=O)[C@@]3([H])N(C([C@@H](NC([C@@]([C@@H](C)CC)([H])NC2=O)=O)CC4=CC=CC=C4)=O)CCC3,KNApSack,"Jun26,2023",Citrusin IX,Citrus sp.,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides | Oligopeptides,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.
C00005891,Kaempferol 3-[6''-(3-hydroxy-3-methylglutaryl)glucoside]-7-glucoside,754.1956437,NA,157407-85-7,,,C33H38O20,NA,NA,Xiao Wang,KNBPTHQAIKQFMM-ZKKRTARHNA-N,c1(cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)COC(=O)C[C@@](CC(=O)O)(O)C)O)O)O)c1ccc(cc1)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O,KNApSack,"Jun26,2023",Kaempferol 3-[6''-(3-hydroxy-3-methylglutaryl)glucoside]-7-glucoside|3-[[6-O-(4-Carboxy-3-hydroxy-3-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-7-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one,Citrus aurantifolia,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00036521,"3,6'-Disinapoyl sucrose",754.2320292,NA,139891-98-8,,,C34H42O19,NA,NA,Xiao Wang,FHIJMQWMMZEFBL-PYXALCMANA-N,O1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1COC(=O)/C=C/c1cc(c(c(c1)OC)O)OC)O)O)O)O[C@@]1(O[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1cc(c(c(c1)OC)O)OC)O)CO)CO,KNApSack,"Jun26,2023","3,6'-Disinapoyl sucrose",Raphanus sativus|Polygala tenuifolia Willd.|Ruta graveolens,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,NA,"This compound belongs to the class of organic compounds known as coumaric acids and derivatives. These are aromatic compounds containing Aromatic compounds containing a cinnamic acid moiety (or a derivative thereof) hydroxylated at the C2 (ortho-), C3 (meta-), or C4 (para-) carbon atom of the benzene ring."
C00006412,Orientin 2''-O-xyloside-6''-ferulate,756.1901644,NA,124934-29-8,,,C36H36O18,NA,NA,Xiao Wang,UUPRXDTUNKUSFL-JTBUWWSANA-N,c1(cc(c2c(c1[C@@H]1O[C@H]([C@H]([C@H]([C@@H]1O[C@@H]1[C@@H]([C@@H]([C@@H](CO1)O)O)O)O)O)COC(=O)/C=C/c1cc(c(cc1)O)OC)oc(cc2=O)c1cc(c(cc1)O)O)O)O,KNApSack,"Jun26,2023",Orientin 2''-O-xyloside-6''-ferulate,Setaria italica,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides | Flavonoid 8-C-glycosides,This compound belongs to the class of organic compounds known as flavonoid 8-c-glycosides. These are compounds containing a carbohydrate moiety which is C-glycosidically linked to 8-position of a 2-phenylchromen-4-one flavonoid backbone.
C00005217,Kaempferol 3-(2G-glucosylrutinoside),756.2112937,NA,55696-58-7,,,C33H40O20,NA,NA,Xiao Wang,VNLOLXSJMINBIS-JHXMEOJSNA-N,c1(cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(cc1)O)O)O,KNApSack,"Jun26,2023",Kaempferol 3-(2G-glucosylrutinoside)|Kaempferol 3-(6'''-rhamnosyl-2'''-glucosyl-glucoside),Annona muricata|Dianthus caryophyllus|Glycine max|Hosta ventricosa|Prunus avium|Solanum spp.|Camellia oleifera,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-3-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-3-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position.
C00014343,"5,7,3'-Trihydroxy-4'-methoxyflavanone 7-(2,6-dirhamnosylglucoside)",756.2476792,NA,97218-30-9,,,C34H44O19,NA,NA,Xiao Wang,LMWHBZYEUQWDBE-YUONSRBHNA-N,c1(cc2c(c(c1)O)C(=O)C[C@H](O2)c1cc(c(cc1)OC)O)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CO[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O,KNApSack,"Jun26,2023","5,7,3'-Trihydroxy-4'-methoxyflavanone 7-(2,6-dirhamnosylglucoside)",Buddleja madagascariensis|Citrus junos,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00057794,Torvoside N,756.4296068,NA,1163795-91-2,,,C39H64O14,NA,NA,Xiao Wang,WMTMIRFHKHZVCJ-YRSXCBKXSA-N,O[C@H]1C[C@](C)([C@]2(CC[C@]3([C@]([H])([C@@]2(C[C@@H]4O)[H])C[C@@]([H])([C@@]35[H])O[C@]6([C@H]5C)OC[C@H](CC6)C)C)[H])[C@]4([H])C[C@H]1O[C@H]7[C@H](O)[C@H]([C@@H]([C@H](O7)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)O)O,KNApSack,"Jun26,2023",Torvoside N,Solanum torvum,NA,NA,NA,NA,NA
C00006647,Rubrobrassicin,757.2191188,NA,75093-88-8,,,C33H41O20,NA,NA,Xiao Wang,XPMFXZDODDEKIK-XPIYMGPJNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(cc1)O)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Rubrobrassicin|Pelargonidin-3-sophoroside-5-glucoside,Brassica oleracea|Raphanus sativus|Gladiolus gandavensis|Broughtonia sp.|Papaver spp.,NA,NA,NA,NA,NA
